age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
27,0,F,African-American,Male,2,1,0
40,1,M,African-American,Male,8,0,1
51,1,M,African-American,Male,11,79,0
55,0,F,Other,Male,4,5,1
32,0,F,Other,Male,1,0,1
26,0,F,Other,Male,2,1,1
41,1,F,African-American,Male,13,0,0
23,1,F,African-American,Male,1,120,0
32,0,F,African-American,Female,3,30,1
31,0,M,African-American,Male,1,1,1
42,0,F,African-American,Female,16,24,0
28,0,M,Other,Female,0,0,1
57,0,M,African-American,Female,0,77,1
30,1,M,African-American,Male,4,15,0
26,0,M,Other,Female,1,1,0
26,1,F,Other,Female,2,33,0
20,1,M,African-American,Male,1,0,0
45,0,M,Other,Male,1,1,1
43,0,F,Other,Male,4,47,0
28,0,F,African-American,Male,1,0,1
30,0,F,African-American,Female,4,1,0
27,0,M,Other,Male,1,1,1
25,0,M,African-American,Female,0,0,1
28,0,F,Other,Male,1,8,1
19,1,F,African-American,Male,0,0,1
19,1,F,African-American,Male,1,3,1
25,0,M,African-American,Male,0,1,1
33,1,F,Other,Male,0,0,0
30,1,M,Other,Male,2,0,1
41,1,M,African-American,Male,18,33,0
32,1,M,African-American,Male,6,2,0
30,1,F,African-American,Male,1,1,1
21,0,F,African-American,Female,0,1,0
31,0,M,Other,Female,0,3,1
33,1,F,Other,Male,0,0,1
33,1,M,African-American,Male,5,5,0
29,0,F,African-American,Male,0,1,1
23,1,M,African-American,Male,2,80,0
74,0,M,Other,Male,0,1,1
39,1,F,Other,Male,3,1,0
34,0,M,Other,Male,1,0,0
23,1,M,Other,Male,3,35,0
24,1,F,Other,Male,11,0,0
27,1,F,Other,Male,1,14,0
21,0,F,African-American,Male,0,2,0
31,1,F,African-American,Male,16,0,0
47,0,F,Other,Male,3,0,1
20,1,F,African-American,Male,0,7,0
24,1,F,African-American,Male,3,0,1
25,0,M,African-American,Male,1,0,1
67,0,F,Other,Male,1,0,1
32,1,F,Other,Male,0,22,1
32,0,F,Other,Male,1,1,1
52,1,M,African-American,Male,7,0,1
27,1,F,African-American,Male,21,35,0
30,0,F,African-American,Male,1,-1,0
28,0,F,African-American,Female,3,16,0
23,0,M,Other,Male,6,34,0
24,0,M,Other,Male,2,15,1
39,0,F,Other,Male,2,8,1
24,1,F,African-American,Male,3,0,0
39,1,F,Other,Male,2,-1,1
24,0,F,Other,Female,0,0,0
20,1,F,African-American,Male,1,187,0
47,0,M,Other,Male,0,1,1
37,1,F,African-American,Male,10,0,0
28,0,F,Other,Male,2,3,0
56,0,F,African-American,Male,0,5,1
27,0,M,African-American,Male,0,2,1
54,1,F,African-American,Male,10,0,1
26,0,F,Other,Female,1,3,0
60,0,M,African-American,Male,3,0,1
39,0,F,African-American,Male,1,4,0
25,1,F,African-American,Female,0,1,0
38,0,M,African-American,Male,10,0,0
56,0,F,Other,Male,0,1,1
23,1,F,African-American,Male,4,0,0
39,0,F,African-American,Female,1,62,0
49,1,F,Other,Male,7,3,1
29,0,F,African-American,Male,1,290,0
21,0,F,African-American,Male,0,0,0
60,1,M,Other,Male,18,3,1
37,0,F,African-American,Female,3,29,1
30,0,F,Other,Male,0,10,1
26,1,F,African-American,Male,2,1,0
30,0,F,Other,Male,2,0,1
23,1,F,Other,Male,4,-1,0
29,1,M,African-American,Male,8,0,0
30,0,M,African-American,Male,2,1,0
32,1,F,African-American,Male,17,0,0
25,0,F,Other,Male,2,0,0
30,0,F,Other,Male,0,0,1
36,0,F,African-American,Male,6,84,0
38,0,F,Other,Male,2,19,1
25,0,F,African-American,Male,1,0,1
24,1,M,African-American,Female,3,2,0
20,1,F,African-American,Male,4,2,0
39,0,M,Other,Female,0,2,1
31,0,M,Other,Male,7,1,1
23,1,F,African-American,Male,1,2,0
26,0,M,African-American,Female,1,0,1
25,0,F,African-American,Female,5,0,0
26,0,M,Other,Male,0,1,1
51,0,M,African-American,Male,4,7,1
23,1,F,African-American,Male,2,22,0
30,0,M,African-American,Female,0,-1,1
35,0,F,African-American,Male,1,0,0
35,1,F,Other,Male,0,40,0
28,1,F,African-American,Male,5,2,0
47,1,M,Other,Male,5,0,1
63,1,F,Other,Male,23,2,1
37,0,F,African-American,Male,2,7,1
23,1,F,African-American,Female,3,0,0
35,1,M,Other,Male,3,9,1
39,1,M,African-American,Male,6,35,0
23,1,F,African-American,Female,1,28,1
38,0,M,African-American,Female,0,1,1
22,1,F,African-American,Male,1,1,1
27,1,F,African-American,Male,6,30,0
39,0,M,Other,Male,0,2,1
24,1,F,Other,Male,2,1,1
43,0,F,African-American,Male,0,1,1
41,1,F,Other,Male,19,42,0
53,1,M,Other,Male,1,4,1
23,1,F,Other,Male,0,18,0
31,0,F,African-American,Male,5,2,1
37,1,M,Other,Male,1,0,1
50,1,F,African-American,Male,18,248,0
28,0,F,African-American,Male,2,0,1
41,1,F,Other,Male,4,0,1
35,1,F,African-American,Female,6,1,1
21,1,F,African-American,Male,1,1,0
27,0,F,African-American,Male,2,83,0
27,1,F,African-American,Male,12,31,0
49,0,F,Other,Female,8,8,1
47,0,F,African-American,Male,1,0,1
31,1,F,African-American,Female,1,33,1
23,1,F,African-American,Male,0,0,1
37,1,M,Other,Male,4,0,0
33,0,F,African-American,Female,5,186,0
44,0,M,Other,Male,0,1,1
29,0,M,African-American,Female,1,0,1
24,0,M,African-American,Male,1,0,1
44,1,F,African-American,Male,0,0,1
24,0,F,Other,Male,8,-1,0
35,1,F,Other,Male,2,0,0
40,0,F,Other,Male,1,1,1
21,1,F,African-American,Male,1,1,0
23,0,M,Other,Female,2,1,1
29,0,M,Other,Female,0,0,1
44,0,F,African-American,Male,0,1,1
26,1,F,Other,Male,1,8,1
27,0,M,African-American,Male,0,1,1
32,1,F,Other,Male,1,0,1
21,0,F,African-American,Male,0,0,0
52,1,M,African-American,Male,6,1,1
57,0,F,African-American,Male,12,50,0
30,1,F,African-American,Male,21,0,0
37,1,F,Other,Male,7,69,0
21,1,F,Other,Female,0,0,0
25,0,F,Other,Female,6,24,0
21,1,M,Other,Female,0,0,0
27,0,F,African-American,Female,0,0,1
42,0,F,Other,Male,1,0,1
35,1,F,African-American,Female,23,2,0
34,0,M,African-American,Male,2,25,1
29,0,F,African-American,Male,0,1,0
21,0,F,African-American,Male,1,156,0
27,0,F,African-American,Male,2,20,0
37,0,M,Other,Male,0,0,1
27,1,M,Other,Male,0,4,1
34,1,F,Other,Male,5,0,0
49,0,M,Other,Male,4,4,0
34,0,M,Other,Female,1,1,1
24,0,F,Other,Male,0,0,1
27,1,F,Other,Male,0,0,1
22,1,F,African-American,Male,0,71,1
52,1,F,Other,Female,0,118,1
20,0,M,Other,Male,0,0,0
58,1,F,African-American,Male,10,1,1
36,1,F,Other,Male,1,106,1
21,0,F,Other,Male,0,7,0
34,0,F,Other,Male,0,14,0
34,1,M,African-American,Female,0,1,1
52,0,F,African-American,Male,0,13,1
34,1,F,African-American,Female,5,9,1
34,1,F,African-American,Male,3,33,1
44,1,F,Other,Male,13,16,0
27,1,F,African-American,Male,2,132,0
40,0,M,Other,Male,1,1,1
23,1,F,Other,Male,1,0,1
24,1,F,African-American,Male,8,214,0
53,0,F,Other,Male,2,0,1
39,1,F,African-American,Female,3,0,0
52,1,F,Other,Male,0,7,0
54,0,F,African-American,Male,11,129,0
28,1,F,African-American,Male,16,1,0
44,0,F,African-American,Male,7,24,0
31,1,M,African-American,Male,8,0,0
26,0,F,African-American,Male,5,0,1
43,0,F,Other,Male,2,0,1
24,1,F,Other,Male,5,0,0
24,0,F,African-American,Male,2,1,0
24,1,F,Other,Male,0,1,1
27,0,F,African-American,Male,2,0,1
21,1,F,Other,Male,2,1,0
19,1,F,African-American,Female,1,434,0
27,1,M,African-American,Male,5,0,1
32,0,F,African-American,Male,7,0,1
34,1,M,Other,Male,0,29,1
51,0,M,Other,Female,0,0,1
50,1,F,Other,Male,0,35,1
29,0,F,African-American,Male,0,1,0
25,1,F,Other,Male,5,0,0
31,1,F,Other,Male,10,1,1
19,1,F,Other,Male,1,32,0
35,1,F,Other,Male,2,2,1
25,0,M,African-American,Male,0,0,1
28,0,F,African-American,Male,4,1,1
67,0,F,Other,Male,0,1,1
24,1,F,African-American,Male,5,1,0
54,0,M,African-American,Male,0,1,1
39,1,F,Other,Male,10,1,0
38,1,M,Other,Male,5,0,0
34,0,M,African-American,Male,19,1,0
26,1,F,African-American,Male,4,0,0
40,0,F,African-American,Male,3,13,0
38,0,M,Other,Female,1,1,1
24,0,F,Other,Female,0,1,0
35,0,M,African-American,Female,0,0,1
58,0,M,Other,Male,3,-1,1
23,1,M,African-American,Male,2,2,0
45,0,F,African-American,Male,11,0,1
55,0,M,Other,Male,0,0,1
35,0,M,African-American,Female,1,0,1
52,0,F,African-American,Female,8,43,0
21,1,F,African-American,Male,0,0,0
24,1,F,Other,Male,1,0,0
30,1,F,African-American,Male,18,61,0
26,1,M,African-American,Male,1,13,0
39,1,F,African-American,Male,21,0,0
27,1,F,Other,Male,0,0,0
42,1,M,Other,Male,1,0,1
41,0,F,African-American,Male,0,0,0
26,0,F,Other,Male,0,2,1
42,0,F,Other,Male,8,1,1
22,1,M,African-American,Female,2,34,0
28,1,F,African-American,Male,7,0,0
65,0,F,Other,Female,1,-1,1
32,0,F,African-American,Male,4,3,0
34,1,F,Other,Male,14,40,0
44,1,M,African-American,Male,10,5,1
43,1,F,African-American,Male,1,31,0
33,1,F,Other,Male,7,116,0
29,1,F,Other,Male,6,0,1
29,1,M,African-American,Male,1,99,0
31,1,F,Other,Male,11,11,0
25,1,F,Other,Male,1,68,1
30,1,F,African-American,Male,8,64,0
49,1,M,African-American,Male,6,0,1
50,1,F,Other,Female,3,0,1
56,1,M,Other,Male,0,0,1
33,0,F,Other,Male,0,5,1
27,0,M,Other,Male,0,1,1
28,0,F,Other,Male,0,1,1
31,0,F,African-American,Male,1,1,1
30,1,M,Other,Male,1,0,1
54,0,F,African-American,Male,10,30,0
44,1,M,African-American,Male,19,17,0
55,0,M,Other,Female,0,1,1
31,0,M,African-American,Female,0,2,0
30,0,F,African-American,Male,0,2,1
50,1,M,Other,Male,1,5,1
29,0,F,African-American,Male,2,27,1
26,1,F,Other,Male,0,1,0
34,0,F,Other,Male,1,2,0
22,1,F,African-American,Male,0,50,0
55,0,M,Other,Male,0,5,1
50,0,F,Other,Male,0,2,1
34,1,F,Other,Male,0,1,1
34,0,F,Other,Male,4,1,0
30,0,M,Other,Male,3,2,1
23,1,M,Other,Male,0,3,0
27,1,M,Other,Male,0,-1,1
55,0,F,Other,Male,0,2,1
27,0,M,African-American,Male,1,2,1
47,1,M,Other,Male,5,0,1
26,1,F,African-American,Female,4,0,0
25,1,M,Other,Male,0,0,1
23,1,F,Other,Male,0,7,1
21,1,F,African-American,Female,1,0,0
59,1,F,Other,Male,1,1,1
40,0,F,Other,Male,0,0,1
43,1,M,Other,Male,1,0,1
30,1,M,Other,Male,4,0,0
21,0,M,Other,Male,0,0,0
26,1,M,African-American,Male,4,1,0
38,0,F,Other,Male,0,7,1
45,0,F,African-American,Female,1,2,1
38,0,F,Other,Male,2,1,1
43,1,F,African-American,Male,0,0,1
48,0,F,African-American,Female,0,1,1
23,1,F,African-American,Male,5,1,0
37,1,F,African-American,Male,23,17,0
46,0,F,Other,Male,0,1,1
25,0,F,Other,Male,0,2,0
20,1,M,African-American,Male,0,2,1
21,0,M,African-American,Male,0,45,1
45,0,F,Other,Male,2,358,1
26,1,F,African-American,Male,5,36,0
25,1,F,African-American,Male,4,169,0
22,0,M,Other,Male,0,0,1
43,0,M,African-American,Male,2,2,1
57,0,M,Other,Male,1,1,1
29,1,F,Other,Male,3,1,1
24,0,M,Other,Male,1,2,1
21,1,F,African-American,Male,0,0,0
20,1,F,Other,Male,8,1,0
37,1,F,African-American,Male,9,1,0
55,0,F,African-American,Male,0,0,1
28,0,M,African-American,Male,9,1,0
39,1,F,Other,Female,8,31,0
37,1,F,African-American,Male,2,0,1
35,0,F,Other,Male,2,0,0
34,1,F,African-American,Male,4,0,0
56,0,M,Other,Male,4,0,1
23,0,M,African-American,Female,6,17,0
34,1,F,Other,Female,0,31,0
30,0,F,Other,Male,0,0,1
24,0,F,Other,Male,0,32,0
21,0,F,African-American,Male,1,29,0
21,1,M,Other,Female,3,1,0
21,1,F,African-American,Male,3,4,0
31,1,M,Other,Male,6,0,1
27,1,F,African-American,Male,6,10,0
37,0,F,Other,Male,9,2,0
34,1,F,African-American,Male,20,26,0
50,0,F,Other,Male,1,1,1
30,0,M,Other,Male,0,23,0
23,0,F,African-American,Male,1,0,1
59,1,M,Other,Male,3,1,1
27,0,F,African-American,Male,0,3,0
22,1,F,Other,Male,1,1,1
40,1,F,Other,Male,0,8,0
35,1,M,African-American,Male,0,57,0
25,1,M,African-American,Male,3,0,0
32,1,M,Other,Male,9,4,0
23,0,M,Other,Female,1,0,1
27,1,M,African-American,Female,0,6,0
24,0,F,Other,Male,3,35,0
22,1,F,African-American,Male,1,1,1
34,0,M,Other,Male,0,0,1
30,0,F,African-American,Female,4,0,1
43,1,F,African-American,Male,18,9,1
37,0,M,African-American,Female,0,0,1
35,0,F,Other,Male,1,74,1
28,0,F,African-American,Male,11,26,0
69,0,F,Other,Female,5,1,1
58,0,M,African-American,Female,3,18,1
53,0,F,African-American,Male,5,297,1
43,1,F,African-American,Male,8,1,1
49,1,F,Other,Male,7,12,0
58,1,F,Other,Female,0,1,1
27,0,F,Other,Male,0,2,1
56,0,F,African-American,Male,5,12,1
37,1,F,Other,Male,0,35,1
31,1,F,African-American,Male,7,77,0
49,0,F,African-American,Male,0,0,1
30,0,F,Other,Male,0,0,1
28,0,M,Other,Female,0,0,1
51,0,F,African-American,Male,1,162,1
47,0,F,Other,Male,3,13,1
51,0,M,Other,Female,2,0,1
55,1,F,African-American,Male,0,1,1
26,1,M,African-American,Male,0,0,1
41,0,F,Other,Male,0,1,1
30,1,F,African-American,Male,0,1,1
33,0,M,Other,Female,0,0,1
31,1,M,African-American,Male,25,117,0
60,0,F,Other,Male,4,1,1
24,1,F,African-American,Male,2,10,1
21,0,F,Other,Male,1,1,0
58,0,F,Other,Male,1,10,1
34,1,F,African-American,Male,2,0,1
36,1,F,African-American,Male,11,36,0
21,1,F,Other,Male,0,0,0
22,0,F,Other,Male,0,2,0
27,1,F,African-American,Male,5,4,0
41,0,M,African-American,Female,2,0,1
22,1,M,African-American,Male,1,16,1
23,1,F,African-American,Male,7,1,0
20,0,F,African-American,Female,0,1,1
26,1,F,African-American,Male,10,0,0
27,0,F,Other,Male,0,43,1
65,0,F,African-American,Female,0,0,1
40,1,F,Other,Male,10,4,0
29,1,M,African-American,Male,7,8,0
34,1,F,Other,Male,2,9,1
30,0,F,Other,Male,0,6,1
54,1,F,Other,Female,0,20,1
39,0,F,Other,Male,0,1,1
22,0,F,African-American,Male,0,11,0
52,0,F,Other,Male,0,0,1
22,0,M,African-American,Female,0,1,1
35,0,M,Other,Male,0,1,1
27,1,F,African-American,Male,7,10,0
47,1,M,Other,Male,3,5,0
41,0,M,Other,Male,1,113,1
51,1,F,Other,Male,7,14,1
55,1,F,Other,Male,33,242,0
28,1,F,Other,Male,2,1,1
28,1,F,African-American,Male,8,2,0
35,0,F,Other,Male,2,8,1
28,1,F,African-American,Male,9,53,0
20,1,F,Other,Male,0,1,0
26,1,M,African-American,Male,9,1,1
31,0,M,Other,Male,0,1,1
43,0,F,Other,Male,1,1,1
41,0,M,African-American,Male,1,1,0
37,0,M,Other,Male,3,0,1
35,0,F,Other,Male,2,0,1
34,1,F,Other,Male,2,0,0
37,1,M,African-American,Male,0,1,1
23,1,F,African-American,Male,4,192,0
31,1,F,African-American,Female,2,0,1
32,0,F,African-American,Male,1,98,1
43,1,M,Other,Male,2,4,1
35,1,F,African-American,Female,7,2,1
22,0,F,Other,Male,1,11,0
35,1,F,African-American,Male,5,225,1
22,1,F,African-American,Male,0,1,1
30,1,F,African-American,Female,15,-1,0
24,0,F,African-American,Male,0,0,1
28,1,M,African-American,Male,4,34,1
39,0,F,African-American,Female,4,3,0
38,1,F,Other,Male,1,0,1
20,1,M,Other,Female,0,10,0
27,1,F,Other,Female,6,1,1
23,1,M,Other,Male,3,26,0
28,1,M,Other,Male,0,1,1
61,0,M,African-American,Male,2,0,0
44,1,F,Other,Female,0,0,1
33,0,M,Other,Male,2,0,1
36,0,M,Other,Male,0,0,1
73,0,M,Other,Male,0,1,1
21,0,M,African-American,Male,0,1,0
22,0,F,African-American,Male,3,323,0
25,1,F,African-American,Male,2,0,1
68,0,F,African-American,Male,2,0,1
30,1,F,African-American,Male,11,1,0
26,1,F,Other,Male,5,1,0
22,0,F,African-American,Male,0,0,1
42,1,M,Other,Female,5,6,1
60,0,F,African-American,Male,9,0,0
32,0,M,Other,Male,0,0,1
55,1,F,Other,Male,1,33,1
24,0,F,African-American,Male,0,0,1
47,0,M,Other,Male,3,3,1
21,0,F,African-American,Male,1,-1,1
31,1,M,Other,Male,2,15,1
32,1,M,Other,Male,0,17,0
62,0,F,Other,Male,2,3,1
25,0,M,Other,Female,0,1,1
34,1,M,Other,Male,5,6,1
22,1,F,African-American,Male,1,0,1
23,0,F,Other,Male,0,0,1
28,0,F,African-American,Female,1,38,0
23,0,M,African-American,Female,1,0,1
59,0,F,Other,Male,2,18,1
26,0,M,Other,Male,0,1,0
31,1,F,Other,Male,1,1,1
61,0,M,Other,Male,0,-1,1
44,1,M,Other,Male,1,0,1
27,1,M,African-American,Female,2,1,1
23,1,M,African-American,Male,1,0,1
30,0,F,African-American,Male,10,93,0
20,1,M,Other,Male,1,1,0
23,1,F,Other,Male,6,0,0
29,1,F,African-American,Male,2,1,1
27,1,F,African-American,Male,15,1,0
21,0,F,Other,Male,0,0,1
23,0,M,Other,Male,0,1,1
28,1,F,Other,Male,3,165,0
23,1,M,Other,Female,4,133,0
44,0,M,Other,Male,0,2,1
46,0,F,Other,Male,0,0,1
50,0,F,Other,Male,0,2,1
44,0,M,Other,Female,0,0,1
27,1,F,Other,Male,0,47,0
29,0,F,African-American,Male,6,26,1
26,0,F,African-American,Male,1,0,1
69,0,M,Other,Female,0,-1,1
27,1,M,African-American,Male,13,1,0
37,0,F,Other,Male,3,241,0
23,0,F,African-American,Male,1,2,0
33,0,M,Other,Male,1,1,1
26,0,F,African-American,Male,1,1,0
61,0,M,Other,Male,0,0,1
31,0,M,Other,Male,0,0,1
58,0,M,Other,Male,0,0,1
29,0,M,African-American,Male,11,0,0
38,1,F,African-American,Female,7,39,0
23,1,F,Other,Female,2,1,1
43,1,M,Other,Female,0,0,1
38,0,M,African-American,Male,5,5,1
27,1,F,African-American,Male,15,48,0
22,0,M,African-American,Male,0,53,0
30,0,F,African-American,Male,1,0,1
48,0,M,Other,Male,1,1,1
31,0,M,African-American,Female,2,2,1
49,0,M,Other,Male,2,1,1
41,0,F,Other,Male,0,0,1
36,0,M,African-American,Female,1,0,1
47,1,F,Other,Female,28,117,0
21,1,F,African-American,Male,2,18,0
29,1,F,Other,Male,11,49,0
35,0,F,African-American,Male,7,28,1
40,1,F,Other,Male,5,0,1
21,0,F,African-American,Male,1,7,0
24,0,F,Other,Female,2,0,0
20,1,F,Other,Male,1,1,0
51,1,F,Other,Male,6,0,1
25,1,F,Other,Male,2,1,0
49,0,M,Other,Female,1,0,1
55,0,F,Other,Female,2,2,1
44,1,F,Other,Female,4,5,0
25,0,F,Other,Male,0,1,1
49,0,M,Other,Male,2,1,1
21,1,M,African-American,Female,1,1,1
36,1,F,Other,Male,0,0,1
22,0,F,African-American,Male,0,1,1
25,1,M,Other,Female,2,1,1
58,0,M,Other,Male,3,0,1
22,1,F,African-American,Male,2,1,0
54,0,M,Other,Female,1,1,1
42,0,M,Other,Male,6,1,1
24,0,F,Other,Male,2,9,1
64,0,F,Other,Male,1,7,1
41,0,M,African-American,Male,0,0,1
23,0,M,Other,Male,0,0,1
24,0,M,Other,Female,1,0,1
25,1,F,Other,Male,24,0,0
33,0,F,African-American,Male,6,0,0
20,0,F,African-American,Male,0,0,0
47,0,F,Other,Male,2,0,1
46,0,M,Other,Male,2,3,1
30,1,F,African-American,Male,6,2,0
24,0,M,Other,Female,0,0,1
29,0,M,African-American,Male,0,0,1
41,1,M,Other,Male,1,2,1
22,1,M,Other,Male,1,5,0
27,0,F,Other,Male,1,0,1
47,1,F,African-American,Female,7,0,0
51,0,F,African-American,Male,19,13,0
56,0,F,Other,Male,3,191,1
35,0,F,African-American,Male,0,0,1
47,1,F,Other,Female,1,14,1
28,1,F,African-American,Male,7,1,0
56,0,M,Other,Male,1,3,1
33,1,M,African-American,Male,0,1,0
25,1,M,African-American,Male,2,4,1
22,0,F,African-American,Male,3,0,0
43,0,M,Other,Female,0,0,1
32,0,F,Other,Male,0,0,1
20,1,M,Other,Male,0,0,0
26,0,M,Other,Male,5,0,1
47,0,M,Other,Male,1,0,0
40,0,M,Other,Male,4,1,1
36,0,F,African-American,Male,0,0,1
29,1,F,African-American,Male,5,1,0
23,1,M,African-American,Male,3,4,0
38,1,M,Other,Male,4,1,1
27,0,F,African-American,Male,2,3,1
33,1,M,African-American,Male,21,6,0
28,1,M,African-American,Male,0,1,1
24,0,F,African-American,Male,0,-1,1
57,0,F,Other,Male,0,2,1
23,1,F,Other,Male,0,3,1
26,1,F,African-American,Male,20,29,0
51,0,M,African-American,Male,17,0,1
32,1,F,African-American,Male,4,1,1
59,0,M,Other,Male,0,0,1
56,1,M,Other,Female,2,49,1
20,1,F,African-American,Male,0,0,0
30,1,F,African-American,Male,9,196,0
36,1,F,Other,Female,9,0,1
23,0,M,Other,Male,2,1,1
24,1,F,African-American,Male,15,2,0
29,0,M,Other,Male,1,0,1
32,0,F,African-American,Male,3,0,1
45,0,M,African-American,Female,9,75,0
51,0,M,African-American,Male,0,5,1
20,1,F,Other,Male,0,0,1
25,0,F,Other,Male,0,1,1
27,1,F,African-American,Male,13,2,0
35,0,F,Other,Male,0,2,1
29,0,F,African-American,Male,16,17,0
28,0,F,African-American,Male,4,29,0
26,1,M,Other,Female,4,1,0
33,0,M,Other,Female,1,0,1
31,1,F,African-American,Male,3,15,1
35,1,F,African-American,Male,6,10,0
68,0,M,Other,Male,0,0,1
22,0,F,Other,Female,1,0,0
32,1,F,African-American,Male,1,19,0
33,1,F,African-American,Male,1,0,1
47,1,F,African-American,Male,13,0,1
25,0,F,Other,Male,0,0,1
37,0,F,African-American,Male,8,14,0
30,1,F,African-American,Male,5,1,0
53,1,M,Other,Male,0,3,1
58,0,M,Other,Male,0,0,1
51,1,M,Other,Male,6,18,1
53,0,M,African-American,Male,0,0,1
38,1,F,African-American,Male,0,1,1
29,0,M,Other,Male,0,0,1
28,1,F,Other,Male,2,2,1
28,0,F,African-American,Male,5,1,0
28,1,M,African-American,Male,5,1,0
37,0,M,Other,Male,1,0,1
40,0,F,African-American,Male,0,2,1
45,1,F,Other,Male,5,1,0
62,0,F,Other,Male,0,3,1
20,0,F,African-American,Male,0,0,0
51,0,M,Other,Male,4,0,1
24,1,M,Other,Male,0,0,0
37,1,F,African-American,Male,6,20,0
22,0,F,Other,Male,0,3,1
22,0,M,African-American,Male,4,0,0
38,0,M,Other,Male,2,1,1
71,0,F,Other,Male,13,0,1
45,1,F,Other,Male,1,5,1
52,1,F,Other,Male,5,6,1
31,0,F,Other,Male,0,67,1
55,0,F,African-American,Male,0,1,1
24,1,M,African-American,Male,9,3,0
47,0,F,Other,Female,0,0,1
58,0,M,Other,Male,1,2,1
53,1,F,Other,Male,36,32,0
36,0,F,African-American,Male,0,280,1
32,0,M,African-American,Male,5,1,1
41,0,F,African-American,Male,6,6,1
30,1,M,Other,Male,2,5,1
44,1,F,African-American,Male,14,1,0
52,0,F,Other,Male,8,39,1
26,0,M,Other,Male,1,1,1
27,0,M,African-American,Male,8,0,0
64,1,F,African-American,Male,13,1,0
26,1,M,African-American,Male,24,85,0
26,0,F,African-American,Male,1,1,0
25,1,F,Other,Male,5,101,1
35,0,M,African-American,Male,2,0,0
22,1,F,African-American,Male,0,1,0
36,0,F,Other,Male,0,7,1
20,1,F,African-American,Male,1,6,0
74,0,M,Other,Female,0,0,1
41,0,F,Other,Male,0,0,1
29,0,M,Other,Male,0,1,1
34,0,F,Other,Male,4,0,0
31,0,M,Other,Male,6,10,0
29,0,F,African-American,Female,0,2,0
40,0,M,Other,Male,0,-1,1
21,1,F,Other,Male,0,0,0
47,1,F,Other,Male,2,2,0
42,0,F,Other,Male,0,1,1
61,1,F,African-American,Male,8,0,1
20,1,M,African-American,Male,0,1,1
22,0,F,Other,Male,0,1,1
22,1,M,African-American,Male,1,0,0
36,1,F,Other,Female,3,27,0
19,1,F,Other,Male,1,8,0
27,1,F,African-American,Male,5,28,0
45,0,M,African-American,Male,0,1,1
51,0,M,African-American,Male,0,1,1
35,1,F,African-American,Male,6,0,0
41,1,F,Other,Male,1,57,1
23,0,M,African-American,Male,0,12,1
43,1,F,African-American,Male,9,0,0
30,1,F,Other,Male,9,44,0
45,0,M,Other,Female,0,0,1
31,1,F,African-American,Male,7,3,1
43,0,F,Other,Female,7,8,0
30,0,F,Other,Male,0,1,1
26,1,F,African-American,Male,9,2,0
52,0,F,Other,Male,0,1,1
46,0,M,Other,Female,0,1,1
34,0,F,African-American,Male,1,23,1
21,0,F,Other,Male,1,0,0
31,1,F,African-American,Male,0,1,0
57,0,F,African-American,Male,3,1,1
48,0,F,Other,Male,3,0,1
47,1,F,African-American,Male,7,1,1
29,0,F,Other,Male,0,13,1
46,0,F,African-American,Male,0,1,1
32,0,F,Other,Male,0,1,1
44,0,F,African-American,Male,0,0,1
25,0,F,African-American,Male,5,36,0
34,0,M,Other,Male,0,0,1
24,0,F,Other,Male,5,1,0
21,0,F,African-American,Male,0,46,0
50,0,F,African-American,Male,1,0,1
27,1,M,African-American,Male,2,9,0
20,1,F,African-American,Male,1,5,0
32,0,F,African-American,Male,0,1,1
51,1,F,Other,Male,4,1,1
35,0,M,African-American,Female,0,0,1
32,1,F,African-American,Male,15,7,0
30,1,F,African-American,Male,3,0,1
20,1,F,Other,Male,0,1,0
44,1,F,Other,Male,2,1,1
26,1,F,African-American,Male,3,0,1
56,0,M,Other,Male,0,0,1
21,1,F,African-American,Male,3,0,0
23,0,F,African-American,Male,2,0,1
56,0,F,African-American,Male,1,2,1
30,1,M,African-American,Male,0,0,1
23,1,F,Other,Male,1,1,0
55,0,M,Other,Male,1,1,1
25,1,F,Other,Male,9,0,0
55,0,M,African-American,Female,1,2,1
35,0,F,African-American,Male,9,1,0
25,1,F,African-American,Male,4,86,0
24,1,F,African-American,Female,0,0,1
63,0,F,African-American,Female,1,0,1
32,0,F,Other,Male,4,-1,1
35,0,F,Other,Male,0,1,1
21,0,F,Other,Male,0,2,1
60,1,F,African-American,Male,13,2,0
27,1,F,African-American,Male,10,1,0
45,0,M,African-American,Male,3,1,1
47,1,M,African-American,Male,0,0,1
21,0,F,Other,Male,0,0,0
33,1,F,Other,Male,11,1,0
51,0,M,African-American,Female,3,0,1
44,1,F,Other,Male,6,270,0
27,0,M,Other,Male,0,0,1
21,1,F,African-American,Female,2,1,0
34,1,F,African-American,Male,9,0,0
29,1,F,Other,Female,6,67,0
57,0,F,African-American,Male,1,1,1
44,0,F,Other,Male,0,5,1
33,1,F,African-American,Male,0,37,0
39,1,F,African-American,Female,0,2,0
30,1,F,Other,Male,1,0,1
30,0,F,African-American,Female,2,2,0
23,0,M,Other,Female,0,0,0
33,1,F,African-American,Male,11,44,0
31,0,F,African-American,Male,15,-1,0
41,0,F,Other,Female,0,1,1
23,1,F,African-American,Male,2,1,0
25,1,F,Other,Male,2,0,0
59,1,F,African-American,Male,22,69,0
59,0,M,Other,Male,0,1,1
39,0,F,African-American,Male,9,0,0
