age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,Non-Private,151267,10,Married,Other,Non-Husband,Non-White,Female,0,0,25,US,0
52,Private,187938,10,Non-Married,Other,Non-Husband,White,Female,0,0,49,US,0
43,Private,134120,9,Non-Married,Other,Non-Husband,White,Female,0,0,46,US,0
32,Private,180296,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
27,Private,279872,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
61,Private,227266,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
23,Private,195532,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
22,Non-Private,117789,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,0
44,Private,190739,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,32,US,0
58,Non-Private,110199,4,Married,Other,Husband,White,Male,0,0,40,US,0
61,Non-Private,196773,4,Married,Other,Husband,White,Male,0,0,30,US,1
42,Private,63596,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
53,Non-Private,159876,9,Married,Other,Husband,Non-White,Male,3103,0,72,US,0
17,Non-Private,368700,7,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
36,Non-Private,135416,10,Married,Other,Non-Husband,White,Female,0,0,50,US,0
36,Private,170376,9,Married,Managerial-Specialist,Husband,White,Male,0,1887,40,US,1
37,Private,227128,3,Married,Other,Husband,White,Male,0,0,40,US,0
37,Private,82521,10,Married,Managerial-Specialist,Husband,White,Male,4064,0,46,US,0
36,Private,26698,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
21,Private,77572,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,34,Non-US,0
44,Private,228516,9,Non-Married,Other,Non-Husband,White,Male,0,0,20,Non-US,0
35,Private,415500,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
53,Non-Private,152652,10,Married,Other,Husband,White,Male,0,0,50,US,0
32,Private,180303,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,70,Non-US,0
22,Non-Private,149342,10,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
39,Private,269323,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
40,Non-Private,76625,9,Married,Other,Husband,White,Male,0,0,40,US,0
30,Private,201697,9,Non-Married,Other,Non-Husband,White,Female,0,0,35,US,0
33,Private,283921,10,Married,Other,Husband,White,Male,0,0,40,US,0
54,Non-Private,231482,9,Married,Other,Husband,White,Male,0,0,40,Non-US,0
29,Private,188675,10,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,1
47,Non-Private,162236,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,1
55,Private,84231,9,Married,Other,Husband,White,Male,0,0,50,US,0
34,Private,213887,10,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,196266,9,Married,Other,Husband,White,Male,0,0,40,US,1
18,Private,245199,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
25,Private,274228,9,Married,Other,Husband,White,Male,0,0,84,US,0
39,Private,320305,13,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
18,Private,115443,7,Married,Other,Husband,White,Male,0,0,40,US,0
31,Non-Private,207301,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
45,Private,125892,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
33,Private,93034,11,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
34,Private,251421,9,Married,Other,Husband,White,Male,0,0,40,US,0
47,Private,160187,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,14084,0,38,US,1
36,Non-Private,32587,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
36,Private,192704,8,Non-Married,Managerial-Specialist,Non-Husband,White,Male,4650,0,50,US,0
51,Non-Private,230767,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,Non-US,0
38,Non-Private,77820,9,Married,Other,Husband,White,Male,0,0,40,US,1
47,Non-Private,362835,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
37,Private,109133,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,Non-US,0
37,Non-Private,151322,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
32,Private,36467,12,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
47,Private,235683,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Non-Private,188386,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,38,US,0
25,Private,236242,15,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
38,Private,169672,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
24,Private,173736,11,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
69,Private,228921,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2282,40,US,1
29,Private,239753,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,2057,20,US,0
38,Private,34378,4,Married,Other,Husband,White,Male,0,0,40,US,0
22,Private,202153,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
44,Non-Private,409505,13,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Non-Private,74680,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,2001,60,US,0
47,Non-Private,62143,14,Married,Managerial-Specialist,Non-Husband,White,Female,15024,0,40,US,1
25,Private,36023,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
29,Non-Private,87745,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,60,US,0
19,Private,258470,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
63,Private,85420,10,Married,Other,Husband,White,Male,5013,0,15,US,0
36,Private,292380,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,10,US,0
37,Private,160035,9,Married,Other,Husband,White,Male,0,0,40,US,0
71,Non-Private,45741,13,Married,Other,Husband,White,Male,20051,0,30,US,1
32,Private,328060,5,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,Non-US,0
66,Non-Private,107627,9,Married,Other,Husband,White,Male,0,0,60,US,1
40,Private,170730,9,Married,Other,Husband,White,Male,0,0,50,US,0
30,Private,62932,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
36,Private,111128,10,Married,Other,Husband,White,Male,0,0,45,US,0
30,Private,205916,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,0
23,Private,442478,10,Non-Married,Other,Non-Husband,White,Male,0,0,15,US,0
41,Non-Private,203451,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,15,US,0
33,Private,112900,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
17,Private,140027,7,Non-Married,Other,Non-Husband,White,Female,0,0,25,US,0
41,Private,343121,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,36,US,0
28,Private,156257,10,Married,Other,Husband,White,Male,0,0,60,US,1
46,Non-Private,168796,13,Married,Other,Husband,White,Male,0,0,55,US,0
32,Private,105938,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,1602,20,US,0
47,Private,185385,6,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
40,Private,120277,13,Married,Other,Husband,White,Male,0,0,45,US,0
37,Private,126675,9,Married,Other,Husband,White,Male,0,0,40,US,0
52,Private,357596,10,Married,Other,Husband,White,Male,0,0,48,US,1
20,Private,270517,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,Non-US,0
32,Non-Private,127651,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
43,Private,301007,14,Married,Managerial-Specialist,Husband,White,Male,7298,0,50,US,1
57,Private,157974,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,48,US,0
37,Private,129263,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
54,Non-Private,52634,10,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,329174,9,Non-Married,Other,Non-Husband,White,Male,4865,0,40,US,0
19,Private,277695,5,Non-Married,Other,Non-Husband,White,Male,0,0,16,Non-US,0
43,Private,56651,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
45,Non-Private,45136,15,Married,Managerial-Specialist,Husband,White,Male,99999,0,60,US,1
33,Private,119409,9,Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,Non-US,0
51,Private,249339,9,Married,Other,Husband,White,Male,0,0,40,US,0
26,Private,39212,9,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
27,Non-Private,223529,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,43,US,0
39,Non-Private,65324,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,55,US,1
37,Non-Private,192251,6,Married,Other,Non-Husband,White,Female,2635,0,40,US,0
59,Non-Private,171328,9,Non-Married,Other,Non-Husband,Non-White,Female,0,2339,40,US,0
23,Private,218445,3,Non-Married,Other,Non-Husband,White,Female,0,0,12,Non-US,0
17,Private,132859,6,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
45,Private,177536,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,Non-US,1
31,Private,162572,13,Married,Other,Husband,White,Male,15024,0,60,US,1
42,Private,190179,13,Married,Managerial-Specialist,Husband,White,Male,99999,0,40,US,1
34,Private,160634,10,Married,Other,Husband,White,Male,0,0,40,US,1
38,Private,297449,13,Married,Managerial-Specialist,Husband,White,Male,7298,0,50,US,1
66,Non-Private,174788,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
29,Non-Private,190450,9,Married,Other,Husband,Non-White,Male,0,0,40,Non-US,0
25,Private,242464,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
36,Private,126946,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
58,Private,570562,9,Non-Married,Other,Non-Husband,White,Male,0,0,38,US,0
60,Private,191446,9,Married,Managerial-Specialist,Husband,White,Male,99999,0,40,US,1
25,Private,161478,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
20,Private,194228,10,Married,Other,Husband,White,Male,0,0,40,US,0
33,Private,203463,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
58,Private,100054,13,Married,Other,Husband,White,Male,0,1902,70,US,1
35,Private,124090,11,Married,Other,Husband,White,Male,0,0,99,US,0
68,Non-Private,335701,4,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
41,Non-Private,244522,9,Non-Married,Other,Non-Husband,White,Male,0,0,55,US,0
22,Private,514033,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,80,US,0
43,Non-Private,153205,15,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,70,Non-US,1
20,Private,35448,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,12,US,0
26,Private,142914,12,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,75,US,0
24,Private,162282,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
80,Non-Private,34340,4,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
52,Private,137658,7,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,0
18,Private,163332,9,Non-Married,Other,Non-Husband,White,Female,0,0,22,US,0
31,Private,199883,8,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
31,Private,247328,7,Married,Other,Husband,White,Male,0,0,40,US,0
47,Private,214800,11,Married,Other,Husband,White,Male,0,0,40,US,0
23,Private,358434,13,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
60,Non-Private,141637,14,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
53,Private,260106,9,Non-Married,Other,Non-Husband,White,Female,0,0,30,US,0
69,Private,135891,13,Married,Managerial-Specialist,Husband,White,Male,0,0,7,US,1
40,Private,273425,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
19,Private,113546,7,Non-Married,Other,Non-Husband,White,Male,0,0,56,US,0
41,Private,311101,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Non-Private,36270,9,Non-Married,Other,Non-Husband,White,Male,0,0,60,US,0
60,Private,325971,9,Married,Managerial-Specialist,Husband,White,Male,7688,0,40,US,1
17,Non-Private,246308,7,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,Non-US,0
29,Private,393264,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
58,Private,218312,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
19,Private,199480,6,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
26,Private,224563,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
57,Non-Private,291167,10,Married,Other,Husband,White,Male,0,0,40,US,0
60,Non-Private,67320,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
35,Private,257042,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
32,Private,247328,3,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
42,Non-Private,119008,12,Non-Married,Other,Non-Husband,Non-White,Female,0,1974,40,US,0
18,Private,152004,7,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
33,Private,169886,8,Non-Married,Other,Non-Husband,White,Female,0,0,50,Non-US,0
31,Private,182237,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
54,Private,138944,9,Married,Other,Husband,White,Male,0,0,44,US,0
51,Private,310774,15,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
41,Private,149102,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
37,Private,356231,6,Married,Managerial-Specialist,Husband,Non-White,Male,0,2129,65,US,0
34,Private,117963,14,Married,Managerial-Specialist,Husband,White,Male,0,0,43,US,1
17,Private,146268,6,Non-Married,Other,Non-Husband,White,Female,0,0,10,US,0
56,Non-Private,212864,9,Married,Other,Husband,White,Male,0,0,40,US,1
28,Private,365745,5,Married,Other,Husband,White,Male,0,0,40,US,0
50,Private,240374,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
33,Private,226267,4,Non-Married,Other,Non-Husband,White,Male,0,0,43,Non-US,0
45,Private,238567,9,Married,Other,Husband,White,Male,15024,0,50,US,1
42,Non-Private,247082,13,Married,Managerial-Specialist,Husband,White,Male,3103,0,50,US,1
33,Private,140206,15,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
28,Private,173110,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
42,Non-Private,214781,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1876,38,US,0
30,Private,392518,12,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
36,Private,35429,10,Married,Managerial-Specialist,Husband,White,Male,0,0,60,US,0
17,Private,368700,7,Non-Married,Other,Non-Husband,White,Male,0,0,28,US,0
23,Non-Private,35633,10,Non-Married,Other,Non-Husband,White,Male,0,0,50,US,0
25,Private,86872,9,Married,Other,Husband,White,Male,0,0,40,US,0
31,Non-Private,201697,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,1
48,Private,369522,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,60,US,0
44,Private,107683,11,Married,Other,Non-Husband,White,Female,4386,0,40,US,1
28,Private,109165,9,Married,Other,Husband,White,Male,0,0,40,US,0
52,Non-Private,145072,14,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
46,Non-Private,197988,2,Non-Married,Other,Non-Husband,Non-White,Female,0,0,20,US,0
44,Private,244522,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
30,Private,149531,10,Married,Other,Husband,White,Male,0,0,40,US,0
61,Non-Private,219183,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
66,Private,126511,10,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,0
20,Private,133061,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
30,Private,95923,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
20,Private,275421,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
46,Private,176552,7,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Male,0,0,40,US,1
28,Private,38918,10,Married,Other,Husband,White,Male,0,0,50,Non-US,1
30,Private,340899,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1590,80,US,0
19,Private,318822,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
57,Non-Private,399246,13,Married,Managerial-Specialist,Husband,Non-White,Male,0,1485,40,Non-US,0
31,Private,137290,13,Married,Managerial-Specialist,Husband,White,Male,0,0,55,US,1
40,Private,340797,10,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
25,Non-Private,295289,9,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
43,Private,149909,9,Married,Other,Husband,White,Male,0,0,42,US,1
19,Non-Private,431745,7,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
48,Non-Private,349230,14,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Non-Private,184527,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,45,US,0
51,Private,176608,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
44,Private,173590,13,Married,Managerial-Specialist,Husband,White,Male,0,0,3,US,0
25,Non-Private,463667,9,Non-Married,Other,Non-Husband,White,Male,0,0,8,US,0
75,Private,100301,6,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
22,Private,190290,13,Non-Married,Other,Non-Husband,White,Male,0,0,10,US,0
42,Non-Private,214838,9,Married,Other,Husband,White,Male,0,0,30,US,1
43,Non-Private,159449,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
36,Non-Private,114719,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
39,Non-Private,129573,10,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
17,Private,221797,8,Non-Married,Managerial-Specialist,Non-Husband,White,Female,594,0,20,US,0
50,Non-Private,69614,6,Non-Married,Other,Non-Husband,White,Male,0,0,56,US,0
24,Private,236427,10,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
63,Private,30270,4,Married,Other,Husband,White,Male,0,0,40,US,0
39,Private,336880,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
21,Private,25265,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
44,Private,45363,10,Married,Other,Husband,White,Male,0,0,44,US,1
34,Private,300681,10,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,Non-US,1
34,Private,32528,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,974,40,US,0
44,Non-Private,271807,14,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,16,US,0
17,Private,100828,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
27,Private,102889,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
28,Private,34452,11,Married,Other,Husband,White,Male,0,0,50,US,0
53,Private,386773,9,Married,Other,Husband,White,Male,7298,0,40,US,1
32,Non-Private,232475,13,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,0
34,Private,190040,9,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
47,Private,162187,13,Married,Other,Husband,White,Male,0,0,45,US,1
59,Non-Private,275236,7,Married,Other,Husband,White,Male,0,0,70,US,1
31,Private,185814,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,30,US,0
30,Private,280069,10,Non-Married,Other,Non-Husband,White,Female,0,0,48,US,0
19,Private,29083,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,25,US,0
38,Private,75826,15,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
33,Private,188861,9,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
40,Private,136986,14,Married,Managerial-Specialist,Husband,White,Male,99999,0,52,US,1
58,Private,110844,14,Non-Married,Other,Non-Husband,White,Female,0,0,27,US,0
25,Private,166971,9,Married,Other,Husband,White,Male,0,0,52,US,0
26,Private,172013,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
70,Non-Private,163003,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,40,US,0
45,Non-Private,213646,13,Married,Managerial-Specialist,Husband,White,Male,7298,0,40,US,1
61,Non-Private,171831,9,Married,Managerial-Specialist,Husband,White,Male,2829,0,45,US,0
29,Private,133625,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
51,Private,142717,16,Non-Married,Other,Non-Husband,White,Female,4787,0,60,US,1
38,Private,377486,9,Non-Married,Other,Non-Husband,White,Male,0,0,36,US,0
45,Non-Private,174426,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,35,US,0
56,Private,107165,9,Married,Other,Husband,White,Male,0,0,18,US,0
17,Non-Private,117906,6,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
26,Private,302603,9,Non-Married,Other,Non-Husband,White,Male,0,0,45,US,0
33,Private,275369,4,Non-Married,Other,Non-Husband,Non-White,Male,0,0,35,Non-US,0
23,Private,189203,11,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,50,US,0
43,Private,244172,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,Non-US,0
45,Private,111994,10,Non-Married,Other,Non-Husband,White,Male,4650,0,40,US,0
21,Private,766115,6,Married,Other,Husband,White,Male,0,0,35,US,0
49,Private,176684,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
68,Non-Private,315859,7,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
47,Non-Private,242519,9,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
57,Non-Private,286836,6,Married,Other,Husband,White,Male,0,0,8,US,0
28,Private,354095,10,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
52,Private,117295,2,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
60,Private,198727,9,Married,Managerial-Specialist,Husband,White,Male,0,0,30,US,0
21,Non-Private,184678,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,35,US,0
51,Non-Private,54342,15,Non-Married,Managerial-Specialist,Non-Husband,White,Male,27828,0,60,US,1
33,Private,164748,13,Married,Other,Husband,White,Male,0,0,40,US,0
21,Private,44793,10,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,65,US,0
32,Private,124420,9,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
41,Private,197907,9,Non-Married,Other,Non-Husband,Non-White,Female,0,0,40,US,0
21,Private,328906,10,Non-Married,Other,Non-Husband,White,Male,0,0,30,US,0
24,Non-Private,194102,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,0
46,Non-Private,364548,14,Married,Managerial-Specialist,Husband,White,Male,0,1977,42,US,1
28,Private,395022,11,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
21,Private,209483,10,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
24,Private,172146,5,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,1721,40,US,0
17,Private,129396,7,Non-Married,Other,Non-Husband,White,Female,0,0,26,US,0
31,Non-Private,144949,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,0
29,Private,115438,9,Non-Married,Other,Non-Husband,White,Male,0,0,35,US,0
27,Private,120155,9,Married,Managerial-Specialist,Husband,White,Male,0,0,39,US,0
34,Non-Private,188682,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
17,Private,114798,6,Non-Married,Other,Non-Husband,White,Female,0,0,20,US,0
36,Non-Private,212143,13,Married,Managerial-Specialist,Non-Husband,White,Female,0,0,20,US,1
55,Private,247552,10,Married,Other,Husband,White,Male,0,0,56,US,0
27,Private,213152,10,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
38,Private,136931,12,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,38,Non-US,0
47,Private,118972,9,Married,Other,Husband,White,Male,0,0,50,US,1
24,Non-Private,38707,13,Non-Married,Other,Non-Husband,White,Male,0,0,20,US,0
27,Private,118230,13,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
23,Private,335067,13,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,30,US,0
26,Private,186151,9,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Private,196745,10,Non-Married,Other,Non-Husband,White,Female,594,0,16,US,0
63,Non-Private,147589,13,Married,Other,Husband,White,Male,0,0,30,US,1
22,Private,173736,9,Married,Other,Husband,White,Male,0,0,40,US,0
36,Non-Private,127740,9,Married,Managerial-Specialist,Husband,White,Male,0,0,99,US,0
76,Non-Private,224058,6,Non-Married,Other,Non-Husband,Non-White,Male,0,0,20,US,0
48,Non-Private,156410,9,Married,Managerial-Specialist,Husband,Non-White,Male,0,0,50,US,1
60,Private,297261,10,Non-Married,Other,Non-Husband,White,Female,0,0,15,US,0
27,Private,198188,9,Married,Managerial-Specialist,Husband,White,Male,2580,0,45,US,0
19,Private,321817,7,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
20,Non-Private,325493,9,Non-Married,Other,Non-Husband,Non-White,Male,0,0,40,US,0
27,Private,29904,13,Non-Married,Other,Non-Husband,White,Female,0,0,40,US,0
32,Private,188246,9,Non-Married,Other,Non-Husband,White,Male,0,0,40,US,0
42,Non-Private,178780,14,Married,Managerial-Specialist,Husband,White,Male,0,0,50,US,1
43,Private,477983,9,Married,Other,Husband,Non-White,Male,0,0,40,US,0
28,Private,34335,9,Non-Married,Other,Non-Husband,Non-White,Male,14084,0,40,US,1
57,Private,181242,13,Married,Managerial-Specialist,Husband,White,Male,0,0,40,US,1
31,Private,93326,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
64,Private,116084,9,Married,Other,Husband,White,Male,2635,0,40,US,0
47,Private,117849,9,Married,Other,Husband,White,Male,0,0,40,US,0
36,Non-Private,177907,16,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,40,US,1
27,Private,318639,6,Non-Married,Other,Non-Husband,White,Male,0,0,60,Non-US,0
27,Private,384774,4,Non-Married,Other,Non-Husband,White,Female,0,0,50,US,0
24,Private,194654,9,Married,Other,Husband,White,Male,0,0,40,US,0
35,Private,193026,13,Married,Other,Husband,White,Male,0,0,45,US,1
27,Private,48894,12,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,42,US,0
21,Private,518530,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
49,Non-Private,61885,13,Married,Managerial-Specialist,Husband,White,Male,0,0,45,US,1
27,Private,42734,10,Non-Married,Other,Non-Husband,White,Male,0,0,25,US,0
32,Private,191777,14,Non-Married,Managerial-Specialist,Non-Husband,Non-White,Female,0,0,40,US,0
65,Private,207281,10,Married,Other,Husband,White,Male,0,0,16,US,0
25,Non-Private,406955,9,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,40,US,0
35,Private,129597,10,Married,Other,Husband,White,Male,0,0,46,US,0
32,Private,30271,10,Non-Married,Managerial-Specialist,Non-Husband,White,Female,0,0,30,US,0
45,Non-Private,317846,12,Non-Married,Managerial-Specialist,Non-Husband,White,Male,0,0,47,US,0
